中央电视,#genre#
CCTV2,http://39.135.138.60:18890/PLTV/88888910/224/3221225643/index.m3u8
CCTV2,http://183.196.25.171:808/hls/2/index.m3u8
CCTV2,http://39.135.138.58:18890/PLTV/88888910/224/3221225643/index.m3u8codeyj
CCTV3,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225647/index.m3u8
CCTV3,http://111.59.189.40:8445/tsfile/live/1002_1.m3u8
CCTV3,http://hwrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225647/index.m3u8
CCTV3,http://39.135.138.58:18890/PLTV/88888910/224/3221225647/index.m3u8codeyj
CCTV3,http://39.135.138.60:18890/PLTV/88888910/224/3221225647/index.m3u8
CCTV3,http://39.135.138.58:18890/PLTV/88888888/224/3221225634/index.m3u8
CCTV3,http://39.134.115.163:8080/PLTV/88888910/224/3221225634/index.m3u8
CCTV3,http://39.134.115.163:8080/PLTV/88888910/224/3221225647/index.m3u8
CCTV3,http://39.135.138.60:18890/PLTV/88888910/224/3221225634/index.m3u8
CCTV4,http://39.134.115.163:8080/PLTV/88888910/224/3221225621/index.m3u8
CCTV4,http://39.135.138.58:18890/PLTV/88888910/224/3221225621/index.m3u8
CCTV4,http://222.240.82.92:9901/tsfile/live/0004_1.m3u8
CCTV4,http://39.135.138.60:18890/PLTV/88888910/224/3221225621/index.m3u8
CCTV4,http://39.134.115.163:8080/PLTV/88888910/224/3221225621/.m3u8
CCTV4,http://111.59.189.40:8445/tsfile/live/1003_1.m3u8
CCTV4,http://182.151.211.171:808/hls/4/index.m3u8
CCTV4,http://183.196.25.171:808/hls/4/index.m3u8
CCTV4,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225621/index.m3u8
CCTV5,http://222.240.82.92:9901/tsfile/live/0005_1.m3u8
CCTV5,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225633/index.m3u8
CCTV5,http://39.134.115.163:8080/PLTV/88888910/224/3221225648/index.m3u8
CCTV5,http://39.135.138.59:18890/PLTV/88888910/224/3221225633/index.m3u8
CCTV5,http://39.135.138.60:18890/PLTV/88888910/224/3221225633/index.m3u8
CCTV5,http://111.59.189.40:8445/tsfile/live/0113_1.m3u8
CCTV5,http://39.134.115.163:8080/PLTV/88888910/224/3221225633/index.m3u8
CCTV5,http://39.135.138.59:18890/PLTV/88888888/224/3221225767/index.m3u8
CCTV5+,http://39.134.115.163:8080/PLTV/88888910/224/3221225649/index.m3u8
CCTV5+,http://111.59.189.40:8445/tsfile/live/1018_1.m3u8
CCTV5+,http://39.135.138.59:18890/PLTV/88888888/224/3221225706/index.m3u8
CCTV5+,http://39.135.138.60:18890/PLTV/88888910/224/3221225649/index.m3u8
CCTV5+,http://39.135.138.59:18890/PLTV/88888910/224/3221225649/index.m3u8
CCTV5+,http://39.134.116.30:8080/PLTV/88888910/224/3221225706/index.m3u8
CCTV5+,http://39.135.138.59:18890/TVOD/88888910/224/3221225706/index.m3u8
CCTV5+,http://39.135.138.60:18890/PLTV/88888910/224/3221225706/index.m3u8
CCTV6,http://39.135.138.58:18890/PLTV/88888888/224/3221225632/index.m3u8?
CCTV6,http://222.240.82.92:9901/tsfile/live/0006_1.m3u8
CCTV6,http://39.134.115.163:8080/PLTV/88888910/224/3221225650/index.m3u8
CCTV6,http://39.134.115.163:8080/PLTV/88888910/224/3221225632/index.m3u8
CCTV6,http://111.59.189.40:8445/tsfile/live/1004_1.m3u8
CCTV6,http://39.135.138.58:18890/TVOD/88888888/224/3221225650/index.m3u8
CCTV6,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225632/index.m3u8
CCTV6,http://182.151.211.171:808/hls/6/index.m3u8
CCTV6,http://39.135.138.60:18890/PLTV/88888910/224/3221225632/index.m3u8
CCTV6,http://39.135.138.59:18890/PLTV/88888910/224/3221225632/index.m3u8
CCTV7,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225624/index.m3u8
CCTV7,http://39.135.138.59:18890/PLTV/88888910/224/3221225644/index.m3u8
CCTV7,http://39.135.138.58:18890/PLTV/88888910/224/3221225624/index.m3u8
CCTV7,http://39.134.115.163:8080/PLTV/88888910/224/3221225624/index.m3u8
CCTV7,http://39.134.115.163:8080/PLTV/88888910/224/3221225644/index.m3u8
CCTV7,http://39.135.138.60:18890/PLTV/88888910/224/3221225624/index.m3u8
CCTV8,http://39.134.115.163:8080/PLTV/88888910/224/3221225631/index.m3u8
CCTV8,http://39.135.138.58:18890/PLTV/88888888/224/3221225635/index.m3u8
CCTV8,http://111.59.189.40:8445/tsfile/live/1006_1.m3u8
CCTV8,http://39.134.115.163:8080/PLTV/88888910/224/3221225635/index.m3u8
CCTV8,http://39.135.138.59:18890/PLTV/88888910/224/3221225631/index.m3u8
CCTV8,http://39.135.138.60:18890/PLTV/88888910/224/3221225631/index.m3u8
CCTV8,http://39.135.138.60:18890/PLTV/88888910/224/3221225635/index.m3u8
CCTV9,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225646/index.m3u8
CCTV9,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225626/index.m3u8
CCTV9,http://182.151.211.171:808/hls/9/index.m3u8
CCTV9,http://39.135.138.58:18890/TVOD/88888888/224/3221225626/index.m3u8
CCTV9,http://39.135.138.59:18890/PLTV/88888910/224/3221225626/index.m3u8
CCTV9,http://39.135.138.60:18890/PLTV/88888910/224/3221225646/index.m3u8
CCTV9,http://222.132.191.125:9901/tsfile/live/0009_1.m3u8
CCTV9,http://39.134.115.163:8080/PLTV/88888910/224/3221225646/index.m3u8
CCTV9,http://39.134.115.163:8080/PLTV/88888910/224/3221225626/index.m3u8
CCTV10,http://39.134.115.163:8080/PLTV/88888910/224/3221225627/index.m3u8
CCTV10,http://39.134.115.163:8080/PLTV/88888910/224/3221225636/index.m3u8
CCTV10,http://39.135.138.59:18890/PLTV/88888910/224/3221225627/index.m3u8
CCTV11,http://39.134.115.163:8080/PLTV/88888910/224/3221225628/index.m3u8
CCTV11,http://39.135.138.58:18890/PLTV/88888888/224/3221225628/index.m3u8
CCTV11,http://39.135.138.59:18890/PLTV/88888910/224/3221225628/index.m3u8
CCTV11,http://39.134.115.163:8080/PLTV-/88888910/224/3221225628/index.m3u8
CCTV11,http://hwrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225628/index.m3u8
CCTV11,http://39.135.138.58:18890/PLTV/88888910/224/3221225626/index.m3u8codeyj
CCTV11,http://39.135.138.60:18890/PLTV/88888910/224/3221225628/index.m3u8
CCTV12,http://39.134.115.163:8080/PLTV/88888910/224/3221225629/index.m3u8
CCTV12,http://39.134.115.163:8080/PLTV/88888910/224/3221225637/index.m3u8
CCTV12,http://39.135.138.59:18890/PLTV/88888910/224/3221225629/index.m3u8
CCTV12,http://39.135.138.60:18890/PLTV/88888910/224/3221225637/index.m3u8
CCTV12,http://222.240.82.92:9901/tsfile/live/0012_1.m3u8
CCTV12,http://183.196.25.171:808/hls/12/index.m3u8
CCTV12,http://222.132.191.125:9901/tsfile/live/0007_1.m3u8
CCTV13,http://39.135.138.59:18890/PLTV/88888910/224/3221225638/index.m3u8?
CCTV13,http://111.59.189.40:8445/tsfile/live/1011_1.m3u8
CCTV13,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225638/index.m3u8
CCTV13,http://39.135.138.58:18890/PLTV/88888910/224/3221225638/index.m3u8codeyj
CCTV13,http://39.134.115.163:8080/PLTV/88888910/224/3221225638/index.m3u8
CCTV13,http://183.196.25.171:808/hls/13/index.m3u8
CCTV14,http://111.59.189.40:8445/tsfile/live/1012_1.m3u8
CCTV14,http://222.132.191.125:9901/tsfile/live/0010_1.m3u8
CCTV14,http://39.134.115.163:8080/PLTV/88888910/224/3221225639/index.m3u8
CCTV14,http://39.135.138.60:18890/PLTV/88888910/224/3221225639/index.m3u8
CCTV14,http://39.135.138.59:18890/PLTV/88888910/224/3221225639/index.m3u8
CCTV14,http://183.196.25.171:808/hls/14/index.m3u8
CCTV15,http://39.134.115.163:8080/PLTV/88888910/224/3221225641/index.m3u8
CCTV15,http://39.135.138.58:18890/PLTV/88888888/224/3221225641/index.m3u8
CCTV15,http://182.151.211.171:808/hls/15/index.m3u8
CCTV15,http://39.134.115.163:8080/PLTV-/88888910/224/3221225641/index.m3u8
CCTV15,http://39.135.138.58:18890/PLTV/88888910/224/3221225641/index.m3u8
CCTV15,http://39.135.138.60:18890/PLTV/88888910/224/3221225641/index.m3u8
CCTV16,http://182.151.211.171:808/hls/18/index.m3u8
CCTV16,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226232/index.m3u8?fmt=ts2hls
CCTV16,http://39.135.138.58:18890/PLTV/88888888/224/3221226233/index.m3u8?
CCTV16,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226233/index.m3u8
CCTV16,http://39.135.138.60:18890/TVOD/88888910/224/3221226230/index.m3u8
CCTV16,http://39.135.138.59:18890/PLTV/88888888/224/3221226233/index.m3u8
CCTV16,http://39.135.138.60:18890/TVOD/88888910/224/3221226233/index.m3u8
CCTV17,http://39.135.138.58:18890/PLTV/88888888/224/3221225908/index.m3u8
CCTV17,http://39.135.138.58:18890/PLTV/88888888/224/3221225907/index.m3u8
CCTV17,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225909/index.m3u8
CCTV17,http://39.135.138.58:18890/PLTV/88888888/224/3221225907/index.m3u8?
CCTV17,http://39.134.115.163:8080/PLTV/88888910/224/3221225908/index.m3u8
CCTV17,http://39.135.138.60:18890/PLTV/88888910/224/3221225908/index.m3u8

馃拵锝滃ぎ瑙嗚摑鍏�,#genre#
CCTV1[1920*1080],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225918/index.m3u8

馃審锝滃ぎ瑙嗙患鍚�,#genre#
CCTV-2璐㈢粡,http://39.135.138.60:18890/PLTV/88888910/224/3221225619/index.m3u8
CCTV-2璐㈢粡,http://39.134.115.163:8080/PLTV/88888910/224/3221225619/index.m3u8
CCTV-13鏂伴椈,http://39.135.138.60:18890/PLTV/88888910/224/3221225638/index.m3u8

馃摗锝滃崼瑙嗛閬�,#genre#
鍖椾含鍗,http://39.135.138.60:18890/PLTV/88888910/224/3221225673/index.m3u8
鍖椾含鍗,http://39.135.138.59:18890/PLTV/88888910/224/3221225674/index.m3u8
鍖椾含鍗,http://39.134.115.163:8080/PLTV/88888910/224/3221225674/index.m3u8
鍖椾含鍗,http://39.135.138.59:18890/TVOD/88888910/224/3221225674/index.m3u8
鍖椾含鍗,http://39.135.138.59:18890/PLTV/88888888/224/3221225674/index.m3u8
鍖椾含鍗,http://222.132.191.125:9901/tsfile/live/0122_1.m3u8
鍖椾含鍗,http://39.135.138.58:18890/PLTV/88888910/224/3221225673/index.m3u8
鍖椾含鍗,http://39.135.138.59:18890/PLTV/88888910/224/3221225673/index.m3u8
鍖椾含鍗,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225600/index.m3u8?fmt=ts2hls
鍖椾含鍗,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225674/index.m3u8
鍖椾含鍗,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225673/index.m3u8
鍖椾含鍗,http://39.135.138.58:18890/PLTV/88888888/224/3221225674/1653141549-1-1651284122.m3u8
澶╂触鍗,http://39.135.138.59:18890/PLTV/88888910/224/3221225698/index.m3u8
澶╂触鍗,http://39.135.138.58:18890/PLTV/88888888/224/3221225698/1653141771-1-1651284161.m3u8
澶╂触鍗,http://39.135.138.58:18890/PLTV/88888888/224/3221225739/1653141888-1-1648950485.m3u8
澶╂触鍗,http://39.135.138.59:18890/TVOD/88888910/224/3221225698/index.m3u8
澶╂触鍗,http://222.132.191.125:9901/tsfile/live/0135_1.m3u8
澶╂触鍗,http://39.135.138.60:18890/PLTV/88888910/224/3221225739/index.m3u8
娴欐睙鍗,http://39.135.138.60:18890/PLTV/88888910/224/3221225744/index.m3u8
娴欐睙鍗,http://39.135.138.59:18890/PLTV/88888910/224/3221225703/index.m3u8
娴欐睙鍗,http://39.135.138.58:18890/PLTV/88888888/224/3221225703/1653132080-1-1651283178.m3u8
娴欐睙鍗,http://39.135.138.58:18890/PLTV/88888888/224/3221225744/1653137040-1-1648950003.m3u8
娴欐睙鍗,http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
娴欐睙鍗,http://hw-m-l.cztv.com/channels/lantian/channel15/1080p.m3u8
娴欐睙鍗,http://39.135.138.59:18890/TVOD/88888910/224/3221225703/index.m3u8
娴欐睙鍗,http://39.135.138.60:18890/PLTV/88888910/224/3221225703/index.m3u8
娴欐睙鍗,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225703/index.m3u8
娴欐睙鍗,http://hw-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
姹熻嫃鍗,http://39.135.138.59:18890/PLTV/88888910/224/3221225702/index.m3u8
姹熻嫃鍗,http://39.134.115.163:8080/PLTV/88888910/224/3221225743/index.m3u8
姹熻嫃鍗,http://39.134.115.163:8080/PLTV/88888910/224/3221225702/index.m3u8
姹熻嫃鍗,http://39.135.138.58:18890/PLTV/88888888/224/3221225702/1653110064-1-1651280974.m3u8
姹熻嫃鍗,http://39.135.138.58:18890/PLTV/88888888/224/3221225702/1653110094-1-1651280977.m3u8
姹熻嫃鍗,http://39.135.138.59:18890/TVOD/88888910/224/3221225702/index.m3u8
姹熻嫃鍗,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225488/index.m3u8?fmt=ts2hls
姹熻嫃鍗,http://39.135.138.60:18890/PLTV/88888910/224/3221225743/index.m3u8
姹熻嫃鍗,http://39.135.138.59:18890/PLTV/88888910/224/3221225743/index.m3u8
姹熻タ鍗,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225705/index.m3u8
姹熻タ鍗,http://39.135.138.58:18890/PLTV/88888888/224/3221225705/1653147474-1-1651284715.m3u8
姹熻タ鍗,http://39.135.138.58:18890/PLTV/88888888/224/3221225746/1653147615-1-1648951059.m3u8
姹熻タ鍗,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225746/index.m3u8
姹熻タ鍗,http://39.135.138.59:18890/TVOD/88888910/224/3221225705/index.m3u8
姹熻タ鍗,http://182.151.211.171:808/hls/60/index.m3u8
姹熻タ鍗,http://39.134.116.30:8080/PLTV/88888910/224/3221225705/index.m3u8
姹熻タ鍗,http://39.135.138.60:18890/PLTV/88888910/224/3221225746/index.m3u8
姹熻タ鍗,http://39.135.138.59:18890/PLTV/88888910/224/3221225746/index.m3u8
姹熻タ鍗,http://39.135.138.59:18890/PLTV/88888910/224/3221225705/index.m3u8
姹熻タ鍗,http://39.134.115.163:8080/PLTV/88888910/224/3221225746/index.m3u8
婀栧寳鍗,http://39.135.138.59:18890/PLTV/88888910/224/3221225699/index.m3u8
婀栧寳鍗,http://39.135.138.58:18890/PLTV/88888888/224/3221225699/1653142328-1-1651284245.m3u8
婀栧寳鍗,http://39.135.138.58:18890/PLTV/88888888/224/3221225740/1653142428-1-1648950531.m3u8
婀栧寳鍗,http://222.132.191.125:9901/tsfile/live/0132_1.m3u8
婀栧寳鍗,http://39.135.138.60:18890/PLTV/88888910/224/3221225740/index.m3u8
婀栧崡鍗,http://39.135.138.60:18890/PLTV/88888910/224/3221225745/index.m3u8
婀栧崡鍗,http://39.134.115.163:8080/PLTV/88888910/224/3221225745/index.m3u8
婀栧崡鍗,http://39.135.138.59:18890/PLTV/88888910/224/3221225704/index.m3u8
婀栧崡鍗,http://39.135.138.58:18890/PLTV/88888888/224/3221225745/1653109807-1-1648947278.m3u8
婀栧崡鍗,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225490/index.m3u8?fmt=ts2hls
婀栧崡鍗,http://39.135.138.59:18890/TVOD/88888910/224/3221225704/index.m3u8
鍥涘窛鍗,http://39.135.138.59:18890/PLTV/88888910/224/3221225733/index.m3u8
閲嶅簡鍗,http://39.135.138.60:18890/PLTV/88888910/224/3221225692/index.m3u8
閲嶅簡鍗,http://39.135.138.59:18890/PLTV/88888910/224/3221225692/index.m3u8
閲嶅簡鍗,http://39.134.115.163:8080/PLTV/88888910/224/3221225734/index.m3u8
閲嶅簡鍗,http://39.135.138.58:18890/PLTV/88888888/224/3221225734/1653147763-1-1648951092.m3u8
閲嶅簡鍗,http://39.135.138.60:18890/PLTV/88888888/224/3221225692/index.m3u8
閲嶅簡鍗,http://39.135.138.60:18890/PLTV/88888888/224/3221225734/index.m3u8
閲嶅簡鍗,http://39.135.138.59:18890/TVOD/88888910/224/3221225692/index.m3u8
閲嶅簡鍗,http://39.135.138.60:18890/PLTV/88888910/224/3221225734/index.m3u8
閲嶅簡鍗,http://39.135.138.60:18890/TVOD/88888910/224/3221225734/index.m3u8
閲嶅簡鍗,http://183.196.25.171:808/hls/43/index.m3u8
閲嶅簡鍗,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225734/index.m3u8
娌冲寳鍗,http://39.135.138.59:18890/PLTV/88888910/224/3221225732/index.m3u8
娌冲寳鍗,http://39.135.138.58:18890/PLTV/88888888/224/3221225732/index.m3u8
娌冲寳鍗,http://39.134.115.163:8080/PLTV/88888910/224/3221225732/index.m3u8
娌冲寳鍗,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225610/index.m3u8?fmt=ts2hls
灞辫タ鍗,http://39.135.138.59:18890/PLTV/88888910/224/3221225730/index.m3u8
灞辫タ鍗,http://39.134.115.163:8080/PLTV/88888910/224/3221225730/index.m3u8
灞辫タ鍗,http://player.521fanli.cn/1691/0/tide/tidem3u8.php?id=shanxihd
灞辫タ鍗,http://111.59.189.40:8445/tsfile/live/0118_1.m3u8
灞辫タ鍗,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225549/index.m3u8?fmt=ts2hls
灞变笢鍗,http://39.135.138.59:18890/PLTV/88888910/224/3221225697/index.m3u8
灞变笢鍗,http://39.134.115.163:8080/PLTV/88888910/224/3221225738/index.m3u8
灞变笢鍗,http://39.135.138.58:18890/PLTV/88888888/224/3221225697/1653142074-1-1651284174.m3u8
灞变笢鍗,http://39.135.138.58:18890/PLTV/88888888/224/3221225697/1653142177-1-1651284184.m3u8
灞变笢鍗,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225738/index.m3u8
灞变笢鍗,http://39.135.138.60:18890/PLTV/88888888/224/3221225697/index.m3u8
灞变笢鍗,http://39.135.138.60:18890/PLTV/88888888/224/3221225738/index.m3u8
灞变笢鍗,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225697/index.m3u8
瀹夊窘鍗,http://39.135.138.59:18890/PLTV/88888910/224/3221225691/index.m3u8
瀹夊窘鍗,http://39.135.138.58:18890/PLTV/88888888/224/3221225691/1653146432-1-1651284611.m3u8
瀹夊窘鍗,http://39.135.138.59:18890/TVOD/88888910/224/3221225691/index.m3u8
瀹夊窘鍗,http://111.59.189.40:8445/tsfile/live/0130_1.m3u8
瀹夊窘鍗,http://222.132.191.125:9901/tsfile/live/0130_1.m3u8
瀹夊窘鍗,http://39.135.138.59:18890/PLTV/88888910/224/3221225737/index.m3u8
闄曡タ鍗,http://39.135.138.59:18890/PLTV/88888910/224/3221225729/index.m3u8
闄曡タ鍗,http://39.134.115.163:8080/PLTV/88888910/224/3221225729/index.m3u8
闄曡タ鍗,http://39.135.138.58:18890/PLTV/88888910/224/3221225729/1653148833-1-1648951214.m3u8
闄曡タ鍗,http://122.228.87.30:843/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225498/index.m3u8
闄曡タ鍗,http://122.228.87.14:80/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225498/index.m3u8
闄曡タ鍗,http://122.228.87.26:843/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225498/index.m3u8
闄曡タ鍗,http://61.164.158.161:80/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225498/index.m3u8
涓滄柟鍗,http://39.135.138.59:18890/PLTV/88888910/224/3221225659/index.m3u8
涓滄柟鍗,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225489/index.m3u8?fmt=ts2hls
涓滄柟鍗,http://39.135.138.60:18890/PLTV/88888910/224/3221225658/index.m3u8
涓滄柟鍗,http://39.135.138.59:18890/TVOD/88888910/224/3221225659/index.m3u8
涓滄柟鍗,http://111.59.189.40:8445/tsfile/live/0107_1.m3u8
涓滄柟鍗,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225659/index.m3u8
涓滄柟鍗,http://39.135.138.58:18890/PLTV/88888888/224/3221225658/1653140236-1-1648950319.m3u8
骞夸笢鍗,http://39.135.138.59:18890/PLTV/88888910/224/3221225701/index.m3u8
骞夸笢鍗,http://39.135.138.58:18890/PLTV/88888888/224/3221225701/1653140620-1-1651284060.m3u8
骞夸笢鍗,http://39.135.138.58:18890/PLTV/88888888/224/3221225742/1653140709-1-1648950419.m3u8
骞夸笢鍗,http://222.132.191.125:9901/tsfile/live/0125_1.m3u8
骞夸笢鍗,http://39.135.138.60:18890/PLTV/88888910/224/3221225742/index.m3u8
骞夸笢鍗,http://39.135.138.58:18890/PLTV/88888910/224/3221225742/index.m3u8
骞夸笢鍗,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225701/index.m3u8
骞夸笢鍗,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225742/index.m3u8
骞夸笢鍗,http://39.134.115.163:8080/PLTV/88888910/224/3221225742/index.m3u8
骞胯タ鍗,http://39.135.138.59:18890/PLTV/88888910/224/3221225731/index.m3u8
骞胯タ鍗,http://39.134.115.163:8080/PLTV/88888910/224/3221225731/index.m3u8
骞胯タ鍗,http://39.134.115.163:8080/PLTV/88888910/224/3221225731/index.m3u8?fmt=ts2hls
骞胯タ鍗,http://39.135.138.58:18890/PLTV/88888888/224/3221226211/index.m3u8?fmt=ts2hls
骞胯タ鍗,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226211/index.m3u8?fmt=ts2hls
骞胯タ鍗,http://111.59.63.32:9901/tsfile/live/1003_1.m3u8
骞胯タ鍗,http://183.196.25.171:808/hls/46/index.m3u8
娣卞湷鍗,http://39.135.138.60:18890/PLTV/88888910/224/3221225741/index.m3u8
娣卞湷鍗,http://39.135.138.59:18890/PLTV/88888910/224/3221225700/index.m3u8
娣卞湷鍗,http://39.135.138.58:18890/PLTV/88888888/224/3221225700/1653141079-1-1651284077.m3u8
娣卞湷鍗,http://39.135.138.58:18890/PLTV/88888910/224/3221225741/index.m3u8
娣卞湷鍗,http://39.135.138.59:18890/TVOD/88888910/224/3221225700/index.m3u8
娣卞湷鍗,http://222.132.191.125:9901/tsfile/live/0126_1.m3u8
璐靛窞鍗,http://39.135.138.59:18890/PLTV/88888910/224/3221225728/index.m3u8
璐靛窞鍗,http://39.134.115.163:8080/PLTV/88888910/224/3221225728/index.m3u8
浜戝崡鍗,http://39.135.138.59:18890/PLTV/88888910/224/3221225664/index.m3u8
浜戝崡鍗,http://tvlive.ynradio.com/live/yunnanweishi/chunks.m3u8
涓滃崡鍗,http://39.135.138.59:18890/PLTV/88888910/224/3221225657/index.m3u8
涓滃崡鍗,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225657/index.m3u8
涓滃崡鍗,http://39.134.115.163:8080/PLTV/88888910/224/3221225657/index.m3u8?icpid=88888888&amp;from=30&amp;hms_devid=1452
鍐呰挋鍙ゅ崼瑙�,http://39.135.138.59:18890/PLTV/88888910/224/3221225667/index.m3u8
鍐呰挋鍙ゅ崼瑙�,http://39.135.138.60:18890/PLTV/88888888/224/3221225667/index.m3u8
瀹佸鍗,http://39.134.115.163:8080/PLTV/88888910/224/3221225726/index.m3u8
瀹佸鍗,http://www.nxtv.com.cn/m2o/channel/play.php?channel_id=6
鐢樿們鍗,http://39.135.138.59:18890/PLTV/88888910/224/3221225724/index.m3u8
闈掓捣鍗,http://39.135.138.59:18890/PLTV/88888910/224/3221225727/index.m3u8
闈掓捣鍗,http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=63cf437e1591689484
闈掓捣鍗,http://39.134.115.163:8080/PLTV/88888910/224/3221225727/index.m3u8
闈掓捣鍗,http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=f35a89681647856030
闈掓捣鍗,http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=1da074361609506578
鏂扮枂鍗,http://39.135.138.59:18890/PLTV/88888910/224/3221225725/index.m3u8
瑗胯棌鍗,http://39.135.138.59:18890/PLTV/88888910/224/3221225723/index.m3u8
瑗胯棌鍗,http://39.135.138.58:18890/PLTV/88888888/224/3221225723/index.m3u8
杈藉畞鍗,http://39.135.138.60:18890/PLTV/88888910/224/3221225735/index.m3u8
杈藉畞鍗,http://39.135.138.59:18890/PLTV/88888910/224/3221225696/index.m3u8
杈藉畞鍗,http://39.134.115.163:8080/PLTV/88888910/224/3221225735/index.m3u8
杈藉畞鍗,http://39.135.138.58:18890/PLTV/88888888/224/3221225696/1653146508-1-1651284617.m3u8
杈藉畞鍗,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225696/index.m3u8
杈藉畞鍗,http://39.135.138.59:18890/TVOD/88888910/224/3221225696/index.m3u8
